GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC38,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC03_EST_VC38,Males; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC03_MOE_VC38,Males; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC04_EST_VC38,Percent Males; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC04_MOE_VC38,Percent Males; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC05_EST_VC38,Females; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC05_MOE_VC38,Females; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC06_EST_VC38,Percent Females; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC06_MOE_VC38,Percent Females; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC01_EST_VC39,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC01_MOE_VC39,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC02_EST_VC39,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC02_MOE_VC39,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC03_EST_VC39,Males; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC03_MOE_VC39,Males; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC04_EST_VC39,Percent Males; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC04_MOE_VC39,Percent Males; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC05_EST_VC39,Females; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC05_MOE_VC39,Females; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC06_EST_VC39,Percent Females; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC06_MOE_VC39,Percent Females; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC01_EST_VC41,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC41,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC41,"Percent; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC41,"Percent; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC41,"Males; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC41,"Males; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC41,"Percent Males; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC41,"Percent Males; Margin of Error; White alone, not Hispanic or Latino"
HC05_EST_VC41,"Females; Estimate; White alone, not Hispanic or Latino"
HC05_MOE_VC41,"Females; Margin of Error; White alone, not Hispanic or Latino"
HC06_EST_VC41,"Percent Females; Estimate; White alone, not Hispanic or Latino"
HC06_MOE_VC41,"Percent Females; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC42,"Total; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC01_MOE_VC42,"Total; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC02_EST_VC42,"Percent; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC02_MOE_VC42,"Percent; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC03_EST_VC42,"Males; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC03_MOE_VC42,"Males; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC04_EST_VC42,"Percent Males; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC04_MOE_VC42,"Percent Males; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC05_EST_VC42,"Females; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC05_MOE_VC42,"Females; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC06_EST_VC42,"Percent Females; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC06_MOE_VC42,"Percent Females; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC01_EST_VC43,"Total; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC01_MOE_VC43,"Total; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC02_EST_VC43,"Percent; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC02_MOE_VC43,"Percent; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC03_EST_VC43,"Males; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC03_MOE_VC43,"Males; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC04_EST_VC43,"Percent Males; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC04_MOE_VC43,"Percent Males; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC05_EST_VC43,"Females; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC05_MOE_VC43,"Females; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC06_EST_VC43,"Percent Females; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC06_MOE_VC43,"Percent Females; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC01_EST_VC45,Total; Estimate; Black alone
HC01_MOE_VC45,Total; Margin of Error; Black alone
HC02_EST_VC45,Percent; Estimate; Black alone
HC02_MOE_VC45,Percent; Margin of Error; Black alone
HC03_EST_VC45,Males; Estimate; Black alone
HC03_MOE_VC45,Males; Margin of Error; Black alone
HC04_EST_VC45,Percent Males; Estimate; Black alone
HC04_MOE_VC45,Percent Males; Margin of Error; Black alone
HC05_EST_VC45,Females; Estimate; Black alone
HC05_MOE_VC45,Females; Margin of Error; Black alone
HC06_EST_VC45,Percent Females; Estimate; Black alone
HC06_MOE_VC45,Percent Females; Margin of Error; Black alone
HC01_EST_VC46,Total; Estimate; Black alone - High school graduate or higher
HC01_MOE_VC46,Total; Margin of Error; Black alone - High school graduate or higher
HC02_EST_VC46,Percent; Estimate; Black alone - High school graduate or higher
HC02_MOE_VC46,Percent; Margin of Error; Black alone - High school graduate or higher
HC03_EST_VC46,Males; Estimate; Black alone - High school graduate or higher
HC03_MOE_VC46,Males; Margin of Error; Black alone - High school graduate or higher
HC04_EST_VC46,Percent Males; Estimate; Black alone - High school graduate or higher
HC04_MOE_VC46,Percent Males; Margin of Error; Black alone - High school graduate or higher
HC05_EST_VC46,Females; Estimate; Black alone - High school graduate or higher
HC05_MOE_VC46,Females; Margin of Error; Black alone - High school graduate or higher
HC06_EST_VC46,Percent Females; Estimate; Black alone - High school graduate or higher
HC06_MOE_VC46,Percent Females; Margin of Error; Black alone - High school graduate or higher
HC01_EST_VC47,Total; Estimate; Black alone - Bachelor's degree or higher
HC01_MOE_VC47,Total; Margin of Error; Black alone - Bachelor's degree or higher
HC02_EST_VC47,Percent; Estimate; Black alone - Bachelor's degree or higher
HC02_MOE_VC47,Percent; Margin of Error; Black alone - Bachelor's degree or higher
HC03_EST_VC47,Males; Estimate; Black alone - Bachelor's degree or higher
HC03_MOE_VC47,Males; Margin of Error; Black alone - Bachelor's degree or higher
HC04_EST_VC47,Percent Males; Estimate; Black alone - Bachelor's degree or higher
HC04_MOE_VC47,Percent Males; Margin of Error; Black alone - Bachelor's degree or higher
HC05_EST_VC47,Females; Estimate; Black alone - Bachelor's degree or higher
HC05_MOE_VC47,Females; Margin of Error; Black alone - Bachelor's degree or higher
HC06_EST_VC47,Percent Females; Estimate; Black alone - Bachelor's degree or higher
HC06_MOE_VC47,Percent Females; Margin of Error; Black alone - Bachelor's degree or higher
HC01_EST_VC49,Total; Estimate; American Indian or Alaska Native alone
HC01_MOE_VC49,Total; Margin of Error; American Indian or Alaska Native alone
HC02_EST_VC49,Percent; Estimate; American Indian or Alaska Native alone
HC02_MOE_VC49,Percent; Margin of Error; American Indian or Alaska Native alone
HC03_EST_VC49,Males; Estimate; American Indian or Alaska Native alone
HC03_MOE_VC49,Males; Margin of Error; American Indian or Alaska Native alone
HC04_EST_VC49,Percent Males; Estimate; American Indian or Alaska Native alone
HC04_MOE_VC49,Percent Males; Margin of Error; American Indian or Alaska Native alone
HC05_EST_VC49,Females; Estimate; American Indian or Alaska Native alone
HC05_MOE_VC49,Females; Margin of Error; American Indian or Alaska Native alone
HC06_EST_VC49,Percent Females; Estimate; American Indian or Alaska Native alone
HC06_MOE_VC49,Percent Females; Margin of Error; American Indian or Alaska Native alone
HC01_EST_VC50,Total; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC01_MOE_VC50,Total; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC02_EST_VC50,Percent; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC02_MOE_VC50,Percent; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC03_EST_VC50,Males; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC03_MOE_VC50,Males; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC04_EST_VC50,Percent Males; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC04_MOE_VC50,Percent Males; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC05_EST_VC50,Females; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC05_MOE_VC50,Females; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC06_EST_VC50,Percent Females; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC06_MOE_VC50,Percent Females; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC01_EST_VC51,Total; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC01_MOE_VC51,Total; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC02_EST_VC51,Percent; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC02_MOE_VC51,Percent; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC03_EST_VC51,Males; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC03_MOE_VC51,Males; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC04_EST_VC51,Percent Males; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC04_MOE_VC51,Percent Males; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC05_EST_VC51,Females; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC05_MOE_VC51,Females; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC06_EST_VC51,Percent Females; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC06_MOE_VC51,Percent Females; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC01_EST_VC53,Total; Estimate; Asian alone
HC01_MOE_VC53,Total; Margin of Error; Asian alone
HC02_EST_VC53,Percent; Estimate; Asian alone
HC02_MOE_VC53,Percent; Margin of Error; Asian alone
HC03_EST_VC53,Males; Estimate; Asian alone
HC03_MOE_VC53,Males; Margin of Error; Asian alone
HC04_EST_VC53,Percent Males; Estimate; Asian alone
HC04_MOE_VC53,Percent Males; Margin of Error; Asian alone
HC05_EST_VC53,Females; Estimate; Asian alone
HC05_MOE_VC53,Females; Margin of Error; Asian alone
HC06_EST_VC53,Percent Females; Estimate; Asian alone
HC06_MOE_VC53,Percent Females; Margin of Error; Asian alone
HC01_EST_VC54,Total; Estimate; Asian alone - High school graduate or higher
HC01_MOE_VC54,Total; Margin of Error; Asian alone - High school graduate or higher
HC02_EST_VC54,Percent; Estimate; Asian alone - High school graduate or higher
HC02_MOE_VC54,Percent; Margin of Error; Asian alone - High school graduate or higher
HC03_EST_VC54,Males; Estimate; Asian alone - High school graduate or higher
HC03_MOE_VC54,Males; Margin of Error; Asian alone - High school graduate or higher
HC04_EST_VC54,Percent Males; Estimate; Asian alone - High school graduate or higher
HC04_MOE_VC54,Percent Males; Margin of Error; Asian alone - High school graduate or higher
HC05_EST_VC54,Females; Estimate; Asian alone - High school graduate or higher
HC05_MOE_VC54,Females; Margin of Error; Asian alone - High school graduate or higher
HC06_EST_VC54,Percent Females; Estimate; Asian alone - High school graduate or higher
HC06_MOE_VC54,Percent Females; Margin of Error; Asian alone - High school graduate or higher
HC01_EST_VC55,Total; Estimate; Asian alone - Bachelor's degree or higher
HC01_MOE_VC55,Total; Margin of Error; Asian alone - Bachelor's degree or higher
HC02_EST_VC55,Percent; Estimate; Asian alone - Bachelor's degree or higher
HC02_MOE_VC55,Percent; Margin of Error; Asian alone - Bachelor's degree or higher
HC03_EST_VC55,Males; Estimate; Asian alone - Bachelor's degree or higher
HC03_MOE_VC55,Males; Margin of Error; Asian alone - Bachelor's degree or higher
HC04_EST_VC55,Percent Males; Estimate; Asian alone - Bachelor's degree or higher
HC04_MOE_VC55,Percent Males; Margin of Error; Asian alone - Bachelor's degree or higher
HC05_EST_VC55,Females; Estimate; Asian alone - Bachelor's degree or higher
HC05_MOE_VC55,Females; Margin of Error; Asian alone - Bachelor's degree or higher
HC06_EST_VC55,Percent Females; Estimate; Asian alone - Bachelor's degree or higher
HC06_MOE_VC55,Percent Females; Margin of Error; Asian alone - Bachelor's degree or higher
HC01_EST_VC57,Total; Estimate; Native Hawaiian and Other Pacific Islander alone
HC01_MOE_VC57,Total; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC02_EST_VC57,Percent; Estimate; Native Hawaiian and Other Pacific Islander alone
HC02_MOE_VC57,Percent; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC03_EST_VC57,Males; Estimate; Native Hawaiian and Other Pacific Islander alone
HC03_MOE_VC57,Males; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC04_EST_VC57,Percent Males; Estimate; Native Hawaiian and Other Pacific Islander alone
HC04_MOE_VC57,Percent Males; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC05_EST_VC57,Females; Estimate; Native Hawaiian and Other Pacific Islander alone
HC05_MOE_VC57,Females; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC06_EST_VC57,Percent Females; Estimate; Native Hawaiian and Other Pacific Islander alone
HC06_MOE_VC57,Percent Females; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC01_EST_VC58,Total; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC01_MOE_VC58,Total; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC02_EST_VC58,Percent; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC02_MOE_VC58,Percent; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC03_EST_VC58,Males; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC03_MOE_VC58,Males; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC04_EST_VC58,Percent Males; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC04_MOE_VC58,Percent Males; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC05_EST_VC58,Females; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC05_MOE_VC58,Females; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC06_EST_VC58,Percent Females; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC06_MOE_VC58,Percent Females; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC01_EST_VC59,Total; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC01_MOE_VC59,Total; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC02_EST_VC59,Percent; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC02_MOE_VC59,Percent; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC03_EST_VC59,Males; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC03_MOE_VC59,Males; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC04_EST_VC59,Percent Males; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC04_MOE_VC59,Percent Males; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC05_EST_VC59,Females; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC05_MOE_VC59,Females; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC06_EST_VC59,Percent Females; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC06_MOE_VC59,Percent Females; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC01_EST_VC61,Total; Estimate; Some other race alone
HC01_MOE_VC61,Total; Margin of Error; Some other race alone
HC02_EST_VC61,Percent; Estimate; Some other race alone
HC02_MOE_VC61,Percent; Margin of Error; Some other race alone
HC03_EST_VC61,Males; Estimate; Some other race alone
HC03_MOE_VC61,Males; Margin of Error; Some other race alone
HC04_EST_VC61,Percent Males; Estimate; Some other race alone
HC04_MOE_VC61,Percent Males; Margin of Error; Some other race alone
HC05_EST_VC61,Females; Estimate; Some other race alone
HC05_MOE_VC61,Females; Margin of Error; Some other race alone
HC06_EST_VC61,Percent Females; Estimate; Some other race alone
HC06_MOE_VC61,Percent Females; Margin of Error; Some other race alone
HC01_EST_VC62,Total; Estimate; Some other race alone - High school graduate or higher
HC01_MOE_VC62,Total; Margin of Error; Some other race alone - High school graduate or higher
HC02_EST_VC62,Percent; Estimate; Some other race alone - High school graduate or higher
HC02_MOE_VC62,Percent; Margin of Error; Some other race alone - High school graduate or higher
HC03_EST_VC62,Males; Estimate; Some other race alone - High school graduate or higher
HC03_MOE_VC62,Males; Margin of Error; Some other race alone - High school graduate or higher
HC04_EST_VC62,Percent Males; Estimate; Some other race alone - High school graduate or higher
HC04_MOE_VC62,Percent Males; Margin of Error; Some other race alone - High school graduate or higher
HC05_EST_VC62,Females; Estimate; Some other race alone - High school graduate or higher
HC05_MOE_VC62,Females; Margin of Error; Some other race alone - High school graduate or higher
HC06_EST_VC62,Percent Females; Estimate; Some other race alone - High school graduate or higher
HC06_MOE_VC62,Percent Females; Margin of Error; Some other race alone - High school graduate or higher
HC01_EST_VC63,Total; Estimate; Some other race alone - Bachelor's degree or higher
HC01_MOE_VC63,Total; Margin of Error; Some other race alone - Bachelor's degree or higher
HC02_EST_VC63,Percent; Estimate; Some other race alone - Bachelor's degree or higher
HC02_MOE_VC63,Percent; Margin of Error; Some other race alone - Bachelor's degree or higher
HC03_EST_VC63,Males; Estimate; Some other race alone - Bachelor's degree or higher
HC03_MOE_VC63,Males; Margin of Error; Some other race alone - Bachelor's degree or higher
HC04_EST_VC63,Percent Males; Estimate; Some other race alone - Bachelor's degree or higher
HC04_MOE_VC63,Percent Males; Margin of Error; Some other race alone - Bachelor's degree or higher
HC05_EST_VC63,Females; Estimate; Some other race alone - Bachelor's degree or higher
HC05_MOE_VC63,Females; Margin of Error; Some other race alone - Bachelor's degree or higher
HC06_EST_VC63,Percent Females; Estimate; Some other race alone - Bachelor's degree or higher
HC06_MOE_VC63,Percent Females; Margin of Error; Some other race alone - Bachelor's degree or higher
HC01_EST_VC65,Total; Estimate; Two or more races
HC01_MOE_VC65,Total; Margin of Error; Two or more races
HC02_EST_VC65,Percent; Estimate; Two or more races
HC02_MOE_VC65,Percent; Margin of Error; Two or more races
HC03_EST_VC65,Males; Estimate; Two or more races
HC03_MOE_VC65,Males; Margin of Error; Two or more races
HC04_EST_VC65,Percent Males; Estimate; Two or more races
HC04_MOE_VC65,Percent Males; Margin of Error; Two or more races
HC05_EST_VC65,Females; Estimate; Two or more races
HC05_MOE_VC65,Females; Margin of Error; Two or more races
HC06_EST_VC65,Percent Females; Estimate; Two or more races
HC06_MOE_VC65,Percent Females; Margin of Error; Two or more races
HC01_EST_VC66,Total; Estimate; Two or more races - High school graduate or higher
HC01_MOE_VC66,Total; Margin of Error; Two or more races - High school graduate or higher
HC02_EST_VC66,Percent; Estimate; Two or more races - High school graduate or higher
HC02_MOE_VC66,Percent; Margin of Error; Two or more races - High school graduate or higher
HC03_EST_VC66,Males; Estimate; Two or more races - High school graduate or higher
HC03_MOE_VC66,Males; Margin of Error; Two or more races - High school graduate or higher
HC04_EST_VC66,Percent Males; Estimate; Two or more races - High school graduate or higher
HC04_MOE_VC66,Percent Males; Margin of Error; Two or more races - High school graduate or higher
HC05_EST_VC66,Females; Estimate; Two or more races - High school graduate or higher
HC05_MOE_VC66,Females; Margin of Error; Two or more races - High school graduate or higher
HC06_EST_VC66,Percent Females; Estimate; Two or more races - High school graduate or higher
HC06_MOE_VC66,Percent Females; Margin of Error; Two or more races - High school graduate or higher
HC01_EST_VC67,Total; Estimate; Two or more races - Bachelor's degree or higher
HC01_MOE_VC67,Total; Margin of Error; Two or more races - Bachelor's degree or higher
HC02_EST_VC67,Percent; Estimate; Two or more races - Bachelor's degree or higher
HC02_MOE_VC67,Percent; Margin of Error; Two or more races - Bachelor's degree or higher
HC03_EST_VC67,Males; Estimate; Two or more races - Bachelor's degree or higher
HC03_MOE_VC67,Males; Margin of Error; Two or more races - Bachelor's degree or higher
HC04_EST_VC67,Percent Males; Estimate; Two or more races - Bachelor's degree or higher
HC04_MOE_VC67,Percent Males; Margin of Error; Two or more races - Bachelor's degree or higher
HC05_EST_VC67,Females; Estimate; Two or more races - Bachelor's degree or higher
HC05_MOE_VC67,Females; Margin of Error; Two or more races - Bachelor's degree or higher
HC06_EST_VC67,Percent Females; Estimate; Two or more races - Bachelor's degree or higher
HC06_MOE_VC67,Percent Females; Margin of Error; Two or more races - Bachelor's degree or higher
HC01_EST_VC69,Total; Estimate; Hispanic or Latino Origin
HC01_MOE_VC69,Total; Margin of Error; Hispanic or Latino Origin
HC02_EST_VC69,Percent; Estimate; Hispanic or Latino Origin
HC02_MOE_VC69,Percent; Margin of Error; Hispanic or Latino Origin
HC03_EST_VC69,Males; Estimate; Hispanic or Latino Origin
HC03_MOE_VC69,Males; Margin of Error; Hispanic or Latino Origin
HC04_EST_VC69,Percent Males; Estimate; Hispanic or Latino Origin
HC04_MOE_VC69,Percent Males; Margin of Error; Hispanic or Latino Origin
HC05_EST_VC69,Females; Estimate; Hispanic or Latino Origin
HC05_MOE_VC69,Females; Margin of Error; Hispanic or Latino Origin
HC06_EST_VC69,Percent Females; Estimate; Hispanic or Latino Origin
HC06_MOE_VC69,Percent Females; Margin of Error; Hispanic or Latino Origin
HC01_EST_VC70,Total; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC01_MOE_VC70,Total; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC02_EST_VC70,Percent; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC02_MOE_VC70,Percent; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC03_EST_VC70,Males; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC03_MOE_VC70,Males; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC04_EST_VC70,Percent Males; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC04_MOE_VC70,Percent Males; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC05_EST_VC70,Females; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC05_MOE_VC70,Females; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC06_EST_VC70,Percent Females; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC06_MOE_VC70,Percent Females; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC01_EST_VC71,Total; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC01_MOE_VC71,Total; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC02_EST_VC71,Percent; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC02_MOE_VC71,Percent; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC03_EST_VC71,Males; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC03_MOE_VC71,Males; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC04_EST_VC71,Percent Males; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC04_MOE_VC71,Percent Males; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC05_EST_VC71,Females; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC05_MOE_VC71,Females; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC06_EST_VC71,Percent Females; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC06_MOE_VC71,Percent Females; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC01_EST_VC74,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC01_MOE_VC74,Total; Margin of Error; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC02_EST_VC74,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC02_MOE_VC74,Percent; Margin of Error; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC03_EST_VC74,Males; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC03_MOE_VC74,Males; Margin of Error; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC04_EST_VC74,Percent Males; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
