"","Beach.ID","CalendarDate","County","Action","Reason","PossibleSource","MeasureType","WQ.Value","WQ.MeasureUnit","ecoliValue","ecoliUnit","EnterocValue","EnterocUnit","Reason.Elev_bact","closure","contamAd","Reason.Model","Reason.Other","Reason.Rainfall","Reason.Sewage","Source.CSO","Source.Other","Source.Runoff","Source.Spetic","Source.SSO","Source.Storm","Source.Unknown","Source.Wildlife","daysSinceJune1"
"1297","NY255107",2016-07-22,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"1298","NY255107",2016-07-23,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"1299","NY255107",2016-07-24,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"1300","NY255107",2016-07-25,"NIAGARA",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,54
"1301","NY255107",2016-07-26,"NIAGARA",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,55
"1302","NY255107",2016-07-27,"NIAGARA",1,1,7,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,56
"1303","NY255107",2016-07-28,"NIAGARA",1,1,7,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57
"1304","NY255107",2016-07-29,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"1305","NY255107",2016-07-30,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"1306","NY255107",2016-07-31,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1307","NY255107",2016-08-01,"NIAGARA",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1308","NY255139",2016-06-01,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1309","NY255139",2016-06-02,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1310","NY255139",2016-06-03,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1311","NY255139",2016-06-04,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1312","NY255139",2016-06-05,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1313","NY255139",2016-06-06,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1314","NY255139",2016-06-07,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1315","NY255139",2016-06-08,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1316","NY255139",2016-06-09,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1317","NY255139",2016-06-10,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1318","NY255139",2016-06-11,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1319","NY255139",2016-06-12,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1320","NY255139",2016-06-13,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1321","NY255139",2016-06-14,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1322","NY255139",2016-06-15,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1323","NY255139",2016-06-16,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1324","NY255139",2016-06-17,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1325","NY255139",2016-06-18,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"1326","NY255139",2016-06-19,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1327","NY255139",2016-06-20,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1328","NY255139",2016-06-21,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1329","NY255139",2016-06-22,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1330","NY255139",2016-06-23,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"1331","NY255139",2016-06-24,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1332","NY255139",2016-06-25,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1333","NY255139",2016-06-26,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1334","NY255139",2016-06-27,"WESTCHESTER",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1335","NY255139",2016-06-28,"WESTCHESTER",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,27
"1336","NY255139",2016-06-29,"WESTCHESTER",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,28
"1337","NY255139",2016-06-30,"WESTCHESTER",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,29
"1338","NY255139",2016-07-01,"WESTCHESTER",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,30
"1339","NY255139",2016-07-02,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"1340","NY255139",2016-07-03,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1341","NY255139",2016-07-04,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1342","NY255139",2016-07-05,"WESTCHESTER",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,34
"1343","NY255139",2016-07-06,"WESTCHESTER",1,4,6,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,35
"1344","NY255139",2016-07-07,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1345","NY255139",2016-07-08,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"1346","NY255139",2016-07-09,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"1347","NY255139",2016-07-10,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1348","NY255139",2016-07-11,"WESTCHESTER",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"1349","NY255139",2016-07-12,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"1350","NY255139",2016-07-13,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"1351","NY255139",2016-07-14,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"1352","NY255139",2016-07-15,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"1353","NY255139",2016-07-16,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"1354","NY255139",2016-07-17,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"1355","NY255139",2016-07-18,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"1356","NY255139",2016-07-19,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"1357","NY255139",2016-07-20,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"1358","NY255139",2016-07-21,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"1359","NY255139",2016-07-22,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"1360","NY255139",2016-07-23,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"1361","NY255139",2016-07-24,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"1362","NY255139",2016-07-25,"WESTCHESTER",0,0,0,"Enterococcus",5,"#/100ml",NA,NA,5,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1363","NY255139",2016-07-26,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1364","NY255139",2016-07-27,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"1365","NY255139",2016-07-28,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"1366","NY255139",2016-07-29,"WESTCHESTER",1,5,3,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,58
"1367","NY255139",2016-07-30,"WESTCHESTER",1,5,3,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,59
"1368","NY255139",2016-07-31,"WESTCHESTER",1,5,3,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60
"1369","NY255139",2016-08-01,"WESTCHESTER",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1370","NY255483",2016-06-07,"SUFFOLK",NA,NA,NA,"Enterococcus",8,"#/100ml",NA,NA,8,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1371","NY256119",2016-06-23,"NASSAU",NA,NA,NA,"Enterococcus",2,"#/100ml",NA,NA,2,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"1372","NY259438",2016-06-06,"WESTCHESTER",NA,NA,NA,"Enterococcus",2,"#/100ml",NA,NA,2,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1373","NY259438",2016-06-27,"WESTCHESTER",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"1374","NY259438",2016-07-18,"WESTCHESTER",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
"1375","NY260692",2016-06-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1376","NY260692",2016-06-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1377","NY260692",2016-06-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1378","NY260692",2016-06-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1379","NY260692",2016-06-05,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1380","NY260692",2016-06-06,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1381","NY260692",2016-06-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1382","NY260692",2016-06-08,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1383","NY260692",2016-06-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1384","NY260692",2016-06-10,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1385","NY260692",2016-06-11,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1386","NY260692",2016-06-12,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1387","NY260692",2016-06-13,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1388","NY260692",2016-06-14,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1389","NY260692",2016-06-15,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1390","NY260692",2016-06-16,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1391","NY260692",2016-06-17,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1392","NY260692",2016-06-18,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"1393","NY260692",2016-06-19,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1394","NY260692",2016-06-20,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1395","NY260692",2016-06-21,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1396","NY260692",2016-06-22,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1397","NY260692",2016-06-23,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"1398","NY260692",2016-06-24,"SUFFOLK",0,0,0,"Enterococcus",8,"#/100ml",NA,NA,8,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1399","NY260692",2016-06-25,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1400","NY260692",2016-06-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1401","NY260692",2016-06-27,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1402","NY260692",2016-06-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1403","NY260692",2016-06-29,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1404","NY260692",2016-06-30,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"1405","NY260692",2016-07-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1406","NY260692",2016-07-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"1407","NY260692",2016-07-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1408","NY260692",2016-07-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1409","NY260692",2016-07-05,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34
"1410","NY260692",2016-07-06,"SUFFOLK",3,4,6,"Enterococcus",60,"#/100ml",NA,NA,60,"#/100ml",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35
"1411","NY260692",2016-07-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1412","NY260692",2016-07-08,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"1413","NY260692",2016-07-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"1414","NY260692",2016-07-10,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1415","NY260692",2016-07-11,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"1416","NY260692",2016-07-12,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"1417","NY260692",2016-07-13,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"1418","NY260692",2016-07-14,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"1419","NY260692",2016-07-15,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"1420","NY260692",2016-07-16,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"1421","NY260692",2016-07-17,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"1422","NY260692",2016-07-18,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"1423","NY260692",2016-07-19,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"1424","NY260692",2016-07-20,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"1425","NY260692",2016-07-21,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"1426","NY260692",2016-07-22,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"1427","NY260692",2016-07-23,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"1428","NY260692",2016-07-24,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"1429","NY260692",2016-07-25,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1430","NY260692",2016-07-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1431","NY260692",2016-07-27,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"1432","NY260692",2016-07-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"1433","NY260692",2016-07-29,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58
"1434","NY260692",2016-07-30,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59
"1435","NY260692",2016-07-31,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1436","NY260692",2016-08-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1437","NY266358",2016-06-15,"OSWEGO",NA,NA,NA,"Escherichia coli",NA,"-",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"1438","NY266358",2016-07-05,"OSWEGO",NA,NA,NA,"Escherichia coli",20,"#/100ml",20,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"1439","NY266358",2016-07-18,"OSWEGO",NA,NA,NA,"Escherichia coli",NA,"-",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
"1440","NY266358",2016-07-25,"OSWEGO",NA,NA,NA,"Escherichia coli",10,"#/100ml",10,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"1441","NY266358",2016-08-01,"OSWEGO",NA,NA,NA,"Escherichia coli",10,"#/100ml",10,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
"1442","NY267977",2016-06-22,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1443","NY267977",2016-07-06,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"1444","NY267977",2016-07-13,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"1445","NY268028",2016-06-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1446","NY268028",2016-06-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1447","NY268028",2016-06-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1448","NY268028",2016-06-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1449","NY268028",2016-06-05,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1450","NY268028",2016-06-06,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1451","NY268028",2016-06-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1452","NY268028",2016-06-08,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1453","NY268028",2016-06-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1454","NY268028",2016-06-10,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
